id,sentiment,kfold,lr_svd_pred
4993_2,0,2,0.37
4095_1,0,2,0.46
11661_7,1,2,0.58
5630_8,1,2,0.76
9182_10,1,2,0.64
1694_1,0,2,0.19
11943_1,0,2,0.26
744_7,1,2,0.82
7576_2,0,2,0.3
11203_1,0,2,0.11
5634_8,1,2,0.44
10073_10,1,2,0.65
5181_10,1,2,0.77
9273_7,1,2,0.7
6208_7,1,2,0.35
9821_1,0,2,0.4
11147_9,1,2,0.73
9050_8,1,2,0.5
2119_4,0,2,0.56
9343_1,0,2,0.19
10193_1,0,2,0.54
2169_7,1,2,0.48
1377_7,1,2,0.37
3933_4,0,2,0.54
11231_10,1,2,0.61
9967_1,0,2,0.52
11395_4,0,2,0.65
8766_8,1,2,0.61
4890_4,0,2,0.61
9782_4,0,2,0.33
629_9,1,2,0.63
11427_1,0,2,0.21
1423_10,1,2,0.69
9707_3,0,2,0.43
229_10,1,2,0.49
847_3,0,2,0.39
11788_1,0,2,0.54
3824_1,0,2,0.59
4655_4,0,2,0.16
8922_7,1,2,0.58
4245_7,1,2,0.62
2974_8,1,2,0.42
7852_1,0,2,0.31
4343_3,0,2,0.43
9370_4,0,2,0.71
7783_7,1,2,0.61
6953_7,1,2,0.4
6364_8,1,2,0.48
8880_8,1,2,0.17
3718_8,1,2,0.71
9937_3,0,2,0.63
12298_4,0,2,0.35
10730_10,1,2,0.74
9793_1,0,2,0.38
3627_8,1,2,0.68
7632_10,1,2,0.69
1764_2,0,2,0.38
2659_1,0,2,0.18
8651_9,1,2,0.51
3200_10,1,2,0.58
8528_3,0,2,0.49
5831_8,1,2,0.56
6856_10,1,2,0.79
10810_8,1,2,0.5
10065_9,1,2,0.61
5916_10,1,2,0.72
7204_8,1,2,0.53
3870_9,1,2,0.59
731_3,0,2,0.8
8406_3,0,2,0.58
11404_10,1,2,0.78
10738_9,1,2,0.53
4461_8,1,2,0.66
3178_4,0,2,0.43
964_3,0,2,0.36
9495_8,1,2,0.5
4541_10,1,2,0.33
9112_1,0,2,0.35
11539_1,0,2,0.21
1642_10,1,2,0.58
9250_8,1,2,0.73
4927_3,0,2,0.4
3721_1,0,2,0.3
10382_10,1,2,0.57
9438_3,0,2,0.28
4568_2,0,2,0.28
12321_4,0,2,0.48
3853_1,0,2,0.2
266_3,0,2,0.47
8473_3,0,2,0.53
5568_8,1,2,0.56
9876_1,0,2,0.45
11465_7,1,2,0.54
8998_10,1,2,0.58
8379_1,0,2,0.24
403_8,1,2,0.49
2669_1,0,2,0.22
253_7,1,2,0.56
2480_8,1,2,0.55
11881_9,1,2,0.83
8570_7,1,2,0.44
12177_7,1,2,0.52
2214_10,1,2,0.73
2828_3,0,2,0.25
7181_10,1,2,0.54
7665_7,1,2,0.52
9390_4,0,2,0.5
5646_1,0,2,0.31
2209_4,0,2,0.29
11370_9,1,2,0.54
7298_7,1,2,0.29
112_1,0,2,0.31
3463_1,0,2,0.22
9935_7,1,2,0.7
1265_10,1,2,0.7
3094_2,0,2,0.09
12006_4,0,2,0.52
5800_2,0,2,0.36
2717_1,0,2,0.22
6165_8,1,2,0.8
11047_9,1,2,0.44
5853_3,0,2,0.3
5435_1,0,2,0.25
10036_1,0,2,0.5
10880_8,1,2,0.37
3856_3,0,2,0.37
11213_7,1,2,0.51
3976_1,0,2,0.19
9986_2,0,2,0.31
9733_3,0,2,0.25
1225_10,1,2,0.44
186_1,0,2,0.59
2481_8,1,2,0.7
5053_8,1,2,0.6
7284_1,0,2,0.2
1393_2,0,2,0.25
4721_1,0,2,0.36
3705_10,1,2,0.7
4858_1,0,2,0.21
11238_1,0,2,0.4
6567_2,0,2,0.56
6920_2,0,2,0.28
4333_2,0,2,0.52
9997_2,0,2,0.47
758_9,1,2,0.55
11335_9,1,2,0.5
4860_10,1,2,0.85
3015_1,0,2,0.17
3190_1,0,2,0.23
9161_10,1,2,0.55
6584_1,0,2,0.26
1351_1,0,2,0.38
10777_9,1,2,0.68
3329_7,1,2,0.5
5205_7,1,2,0.38
780_2,0,2,0.34
9641_1,0,2,0.59
12061_4,0,2,0.63
3848_8,1,2,0.42
113_4,0,2,0.61
6815_8,1,2,0.76
1427_2,0,2,0.45
8063_10,1,2,0.75
11940_7,1,2,0.79
10563_1,0,2,0.25
372_10,1,2,0.65
2991_4,0,2,0.39
5955_3,0,2,0.59
7876_8,1,2,0.45
3757_7,1,2,0.14
347_10,1,2,0.63
5365_10,1,2,0.61
10626_7,1,2,0.47
2571_7,1,2,0.57
2287_4,0,2,0.75
3036_9,1,2,0.46
2800_1,0,2,0.22
2988_2,0,2,0.28
9907_4,0,2,0.37
2992_7,1,2,0.41
4979_3,0,2,0.24
11727_4,0,2,0.24
11297_3,0,2,0.47
5385_1,0,2,0.25
4872_4,0,2,0.45
8368_10,1,2,0.54
5182_4,0,2,0.39
4859_1,0,2,0.28
858_1,0,2,0.33
3472_1,0,2,0.54
2012_2,0,2,0.71
2661_2,0,2,0.33
4081_1,0,2,0.25
3806_8,1,2,0.68
10105_1,0,2,0.21
6691_1,0,2,0.41
11969_10,1,2,0.67
11851_10,1,2,0.69
11124_1,0,2,0.41
7680_8,1,2,0.78
1776_10,1,2,0.69
2064_8,1,2,0.55
6188_1,0,2,0.49
5245_4,0,2,0.4
2286_4,0,2,0.24
12389_10,1,2,0.77
6840_10,1,2,0.45
4325_10,1,2,0.57
1822_8,1,2,0.75
8908_4,0,2,0.54
12098_8,1,2,0.72
2938_3,0,2,0.31
480_3,0,2,0.54
61_10,1,2,0.62
1566_3,0,2,0.64
7483_10,1,2,0.65
9586_3,0,2,0.57
4913_1,0,2,0.31
10755_1,0,2,0.13
7547_10,1,2,0.78
9992_3,0,2,0.27
2883_1,0,2,0.14
5327_10,1,2,0.59
10569_1,0,2,0.22
524_1,0,2,0.49
10578_7,1,2,0.69
817_10,1,2,0.35
5075_3,0,2,0.45
4310_9,1,2,0.7
5898_8,1,2,0.64
11152_1,0,2,0.16
244_10,1,2,0.77
12346_10,1,2,0.77
11630_8,1,2,0.45
3655_7,1,2,0.68
6213_1,0,2,0.19
952_10,1,2,0.58
319_1,0,2,0.5
3557_9,1,2,0.64
546_2,0,2,0.27
5353_1,0,2,0.16
764_2,0,2,0.39
4936_8,1,2,0.6
7549_7,1,2,0.48
234_10,1,2,0.84
9913_10,1,2,0.41
10501_10,1,2,0.72
9367_9,1,2,0.48
10718_4,0,2,0.78
10721_9,1,2,0.42
1012_2,0,2,0.3
6562_4,0,2,0.61
7986_4,0,2,0.67
11228_4,0,2,0.69
5110_10,1,2,0.39
6850_7,1,2,0.35
12444_3,0,2,0.39
1046_10,1,2,0.72
6336_7,1,2,0.45
6696_7,1,2,0.42
4096_10,1,2,0.61
10105_8,1,2,0.72
563_10,1,2,0.5
11508_8,1,2,0.52
11742_9,1,2,0.34
5508_10,1,2,0.44
10130_2,0,2,0.32
6215_1,0,2,0.48
10553_8,1,2,0.62
6080_4,0,2,0.57
9700_1,0,2,0.19
2557_10,1,2,0.71
4949_3,0,2,0.69
7764_1,0,2,0.44
8647_1,0,2,0.34
3186_8,1,2,0.74
8628_4,0,2,0.48
8463_9,1,2,0.74
11572_8,1,2,0.66
4736_2,0,2,0.46
11383_7,1,2,0.71
7719_3,0,2,0.62
11135_9,1,2,0.62
3300_1,0,2,0.28
709_2,0,2,0.41
3477_3,0,2,0.36
5236_2,0,2,0.34
11690_9,1,2,0.46
5351_2,0,2,0.41
6807_1,0,2,0.1
2132_4,0,2,0.57
6620_1,0,2,0.44
2942_10,1,2,0.65
9123_1,0,2,0.34
3208_4,0,2,0.31
133_2,0,2,0.2
9911_10,1,2,0.51
5064_8,1,2,0.45
793_2,0,2,0.43
8141_1,0,2,0.53
5777_8,1,2,0.37
4474_1,0,2,0.38
9165_10,1,2,0.76
4817_4,0,2,0.35
441_9,1,2,0.76
135_7,1,2,0.67
9686_7,1,2,0.73
5822_10,1,2,0.84
5386_7,1,2,0.65
5270_7,1,2,0.47
1167_4,0,2,0.39
2389_2,0,2,0.55
10314_4,0,2,0.36
11432_1,0,2,0.27
4457_8,1,2,0.79
9322_8,1,2,0.53
6202_1,0,2,0.39
11350_1,0,2,0.23
10326_10,1,2,0.64
7684_7,1,2,0.55
4818_9,1,2,0.68
3046_10,1,2,0.24
7355_4,0,2,0.13
11414_9,1,2,0.82
339_10,1,2,0.66
3566_4,0,2,0.31
147_9,1,2,0.43
4901_9,1,2,0.59
11286_10,1,2,0.66
57_10,1,2,0.59
11023_9,1,2,0.78
8916_2,0,2,0.49
8671_3,0,2,0.62
5060_4,0,2,0.53
22_1,0,2,0.41
5975_1,0,2,0.46
1928_1,0,2,0.46
10797_8,1,2,0.68
9192_3,0,2,0.47
9737_4,0,2,0.55
1446_2,0,2,0.39
6763_1,0,2,0.25
8115_10,1,2,0.5
3917_4,0,2,0.51
5061_4,0,2,0.68
11015_1,0,2,0.36
12433_8,1,2,0.65
7395_2,0,2,0.33
3034_7,1,2,0.64
6360_7,1,2,0.51
645_2,0,2,0.26
3279_2,0,2,0.36
7608_4,0,2,0.5
4673_9,1,2,0.74
4055_3,0,2,0.21
2996_7,1,2,0.57
6928_2,0,2,0.35
10221_8,1,2,0.64
1078_8,1,2,0.75
9510_1,0,2,0.17
3667_1,0,2,0.3
5600_4,0,2,0.44
9106_1,0,2,0.32
2144_3,0,2,0.45
5593_10,1,2,0.55
5504_10,1,2,0.53
6497_10,1,2,0.59
2936_10,1,2,0.75
11439_3,0,2,0.42
2484_10,1,2,0.46
8680_9,1,2,0.7
8340_8,1,2,0.76
2669_10,1,2,0.81
1063_10,1,2,0.74
3711_7,1,2,0.61
1304_3,0,2,0.71
11805_10,1,2,0.79
11545_4,0,2,0.6
5497_3,0,2,0.6
5184_2,0,2,0.47
986_2,0,2,0.21
549_9,1,2,0.73
417_7,1,2,0.77
8215_7,1,2,0.58
11990_1,0,2,0.3
175_7,1,2,0.42
86_4,0,2,0.32
4737_7,1,2,0.45
8375_8,1,2,0.63
5232_8,1,2,0.7
7828_10,1,2,0.59
1470_1,0,2,0.4
6133_7,1,2,0.44
5280_4,0,2,0.51
10483_8,1,2,0.75
7543_1,0,2,0.35
7883_10,1,2,0.39
11725_4,0,2,0.45
3720_10,1,2,0.61
7069_4,0,2,0.69
1865_8,1,2,0.82
8348_2,0,2,0.58
3338_1,0,2,0.3
9471_1,0,2,0.24
4433_3,0,2,0.45
5375_8,1,2,0.64
3254_9,1,2,0.66
11082_1,0,2,0.22
5362_8,1,2,0.58
2173_1,0,2,0.25
7272_10,1,2,0.46
2154_1,0,2,0.31
7497_10,1,2,0.7
10216_8,1,2,0.62
3943_10,1,2,0.8
4862_7,1,2,0.34
10020_8,1,2,0.45
6555_2,0,2,0.49
2860_9,1,2,0.5
7247_4,0,2,0.38
4443_8,1,2,0.48
1404_10,1,2,0.57
5104_10,1,2,0.77
10785_1,0,2,0.42
1822_3,0,2,0.35
7700_2,0,2,0.6
2079_10,1,2,0.54
3579_1,0,2,0.38
11224_8,1,2,0.58
7930_7,1,2,0.62
3602_2,0,2,0.4
8062_8,1,2,0.75
1208_4,0,2,0.4
5923_7,1,2,0.61
10427_8,1,2,0.75
2263_1,0,2,0.37
6465_4,0,2,0.32
12262_7,1,2,0.65
38_10,1,2,0.91
10890_9,1,2,0.49
8732_1,0,2,0.35
338_10,1,2,0.58
3616_2,0,2,0.24
11819_8,1,2,0.81
5021_1,0,2,0.17
901_1,0,2,0.19
10873_8,1,2,0.72
8858_10,1,2,0.74
5933_7,1,2,0.55
643_1,0,2,0.28
4520_4,0,2,0.68
2136_1,0,2,0.27
7190_9,1,2,0.72
5208_4,0,2,0.52
5330_1,0,2,0.16
4854_7,1,2,0.61
2612_10,1,2,0.62
2573_4,0,2,0.48
9424_10,1,2,0.73
6869_8,1,2,0.63
7548_8,1,2,0.67
7693_4,0,2,0.37
8623_7,1,2,0.56
8365_4,0,2,0.57
3585_9,1,2,0.6
9862_1,0,2,0.27
3609_8,1,2,0.59
2969_3,0,2,0.66
10679_3,0,2,0.52
12421_10,1,2,0.81
1866_8,1,2,0.73
361_10,1,2,0.45
6796_1,0,2,0.3
6604_3,0,2,0.38
10691_3,0,2,0.31
9918_10,1,2,0.56
3360_7,1,2,0.83
944_4,0,2,0.24
10802_1,0,2,0.19
10527_4,0,2,0.31
9983_7,1,2,0.66
5825_1,0,2,0.26
7264_1,0,2,0.26
9051_3,0,2,0.41
11314_1,0,2,0.36
10608_10,1,2,0.8
5077_9,1,2,0.56
1284_4,0,2,0.33
34_1,0,2,0.22
12358_1,0,2,0.22
7474_9,1,2,0.72
2266_1,0,2,0.2
9081_8,1,2,0.65
12076_4,0,2,0.31
630_2,0,2,0.36
8851_1,0,2,0.53
11146_8,1,2,0.77
12441_4,0,2,0.61
9199_8,1,2,0.59
7657_1,0,2,0.26
9409_8,1,2,0.78
3639_1,0,2,0.51
8560_1,0,2,0.19
11248_10,1,2,0.49
1453_8,1,2,0.48
11925_2,0,2,0.28
12413_9,1,2,0.66
10676_3,0,2,0.33
8659_1,0,2,0.29
9989_9,1,2,0.7
4689_10,1,2,0.48
167_1,0,2,0.45
10117_8,1,2,0.76
10109_10,1,2,0.58
12147_10,1,2,0.59
2836_1,0,2,0.68
10440_1,0,2,0.22
6277_7,1,2,0.69
6655_7,1,2,0.61
8389_8,1,2,0.6
7349_1,0,2,0.38
1880_10,1,2,0.64
3439_3,0,2,0.44
7254_1,0,2,0.26
9024_10,1,2,0.6
7221_8,1,2,0.69
9080_3,0,2,0.49
12122_7,1,2,0.37
7731_4,0,2,0.63
891_2,0,2,0.46
12228_8,1,2,0.5
9776_3,0,2,0.43
1099_4,0,2,0.39
4147_8,1,2,0.64
10966_1,0,2,0.2
6490_10,1,2,0.69
1618_10,1,2,0.64
8341_1,0,2,0.12
3808_1,0,2,0.33
5983_8,1,2,0.62
7718_4,0,2,0.62
889_10,1,2,0.79
3973_3,0,2,0.24
2042_1,0,2,0.28
12138_7,1,2,0.77
6056_2,0,2,0.34
4243_8,1,2,0.72
5464_2,0,2,0.5
8890_1,0,2,0.19
8396_8,1,2,0.66
6293_4,0,2,0.52
9682_10,1,2,0.7
11173_4,0,2,0.18
6344_2,0,2,0.22
11866_1,0,2,0.33
11137_1,0,2,0.12
6972_3,0,2,0.55
1900_4,0,2,0.31
8400_7,1,2,0.44
9649_1,0,2,0.23
5854_1,0,2,0.15
5853_10,1,2,0.55
9807_10,1,2,0.64
502_1,0,2,0.33
2633_1,0,2,0.49
3705_3,0,2,0.19
11262_3,0,2,0.41
3484_10,1,2,0.77
7136_10,1,2,0.55
4339_10,1,2,0.68
1487_1,0,2,0.36
2751_1,0,2,0.15
9509_1,0,2,0.43
3283_8,1,2,0.45
6604_7,1,2,0.85
7657_10,1,2,0.7
4024_2,0,2,0.19
5847_1,0,2,0.18
8267_7,1,2,0.68
1922_3,0,2,0.25
1453_2,0,2,0.43
3985_8,1,2,0.55
11791_4,0,2,0.42
4180_10,1,2,0.57
7364_7,1,2,0.56
9483_10,1,2,0.44
11433_8,1,2,0.59
2762_9,1,2,0.5
12400_8,1,2,0.76
10862_3,0,2,0.31
8981_4,0,2,0.32
3297_1,0,2,0.46
9639_4,0,2,0.84
1394_4,0,2,0.39
11554_8,1,2,0.7
6932_4,0,2,0.29
11211_1,0,2,0.27
12091_3,0,2,0.4
7854_10,1,2,0.59
4633_3,0,2,0.49
12127_8,1,2,0.71
4874_2,0,2,0.19
1097_9,1,2,0.66
3980_1,0,2,0.55
4489_9,1,2,0.67
6832_2,0,2,0.25
2893_10,1,2,0.72
5615_8,1,2,0.59
9442_10,1,2,0.66
2047_1,0,2,0.11
923_9,1,2,0.63
4161_8,1,2,0.75
4511_9,1,2,0.69
11060_1,0,2,0.25
9067_3,0,2,0.3
5343_1,0,2,0.22
10323_1,0,2,0.43
3251_7,1,2,0.51
5606_1,0,2,0.39
6847_10,1,2,0.62
11154_10,1,2,0.78
5567_7,1,2,0.48
6225_1,0,2,0.36
11924_10,1,2,0.68
1259_3,0,2,0.57
2176_8,1,2,0.63
6745_8,1,2,0.69
11887_8,1,2,0.78
5109_10,1,2,0.77
2427_2,0,2,0.43
1964_7,1,2,0.44
197_3,0,2,0.13
580_3,0,2,0.23
1159_10,1,2,0.57
9327_1,0,2,0.22
8343_7,1,2,0.8
7735_10,1,2,0.64
4039_10,1,2,0.38
3488_4,0,2,0.49
9009_1,0,2,0.22
9139_8,1,2,0.92
4401_1,0,2,0.35
1894_8,1,2,0.83
7_3,0,2,0.38
1033_10,1,2,0.44
12434_10,1,2,0.76
7755_3,0,2,0.44
10263_10,1,2,0.69
685_1,0,2,0.33
10316_3,0,2,0.47
6004_2,0,2,0.4
9813_8,1,2,0.64
1184_3,0,2,0.18
4281_1,0,2,0.39
5613_3,0,2,0.39
314_1,0,2,0.32
1838_2,0,2,0.27
8057_10,1,2,0.6
6455_3,0,2,0.38
8841_8,1,2,0.67
7939_2,0,2,0.35
5937_9,1,2,0.34
8286_1,0,2,0.47
1989_1,0,2,0.43
7825_9,1,2,0.8
2683_3,0,2,0.2
4199_3,0,2,0.31
1848_8,1,2,0.75
9344_1,0,2,0.12
12011_10,1,2,0.54
12322_10,1,2,0.61
10954_1,0,2,0.33
6715_4,0,2,0.28
4723_8,1,2,0.67
1536_3,0,2,0.33
255_3,0,2,0.27
11255_1,0,2,0.33
6833_10,1,2,0.82
5142_10,1,2,0.32
7383_9,1,2,0.72
12453_7,1,2,0.22
6631_7,1,2,0.37
6905_7,1,2,0.57
5068_9,1,2,0.86
2004_3,0,2,0.6
11823_4,0,2,0.74
11022_4,0,2,0.64
4638_3,0,2,0.47
1630_4,0,2,0.51
277_4,0,2,0.68
243_10,1,2,0.74
1705_10,1,2,0.73
10278_7,1,2,0.42
6645_8,1,2,0.62
7111_1,0,2,0.35
8607_9,1,2,0.64
5995_10,1,2,0.44
4777_10,1,2,0.68
9284_1,0,2,0.28
12109_4,0,2,0.33
937_1,0,2,0.2
11789_10,1,2,0.64
4685_7,1,2,0.5
7597_9,1,2,0.63
11989_10,1,2,0.7
7894_1,0,2,0.18
8017_3,0,2,0.26
3450_7,1,2,0.4
12243_2,0,2,0.65
10361_1,0,2,0.36
11663_2,0,2,0.31
2881_8,1,2,0.66
4221_1,0,2,0.4
1663_1,0,2,0.46
11670_7,1,2,0.48
134_10,1,2,0.77
8926_10,1,2,0.56
5438_3,0,2,0.46
12382_1,0,2,0.31
6157_10,1,2,0.66
9200_3,0,2,0.3
11328_10,1,2,0.5
2399_7,1,2,0.77
5934_10,1,2,0.51
7558_8,1,2,0.52
8083_7,1,2,0.54
9294_4,0,2,0.36
2734_9,1,2,0.6
2291_7,1,2,0.61
5558_7,1,2,0.45
3109_10,1,2,0.69
12107_4,0,2,0.3
9980_2,0,2,0.28
1233_7,1,2,0.49
1707_10,1,2,0.61
7372_1,0,2,0.51
606_10,1,2,0.7
8617_1,0,2,0.42
9490_10,1,2,0.62
8703_3,0,2,0.29
4_4,0,2,0.42
6784_8,1,2,0.81
10310_2,0,2,0.23
8682_3,0,2,0.48
10221_3,0,2,0.51
8117_8,1,2,0.59
11928_4,0,2,0.51
4197_2,0,2,0.4
3231_1,0,2,0.36
6680_2,0,2,0.28
3269_8,1,2,0.56
10037_9,1,2,0.67
6346_2,0,2,0.55
8863_8,1,2,0.71
12347_1,0,2,0.37
620_10,1,2,0.74
6817_10,1,2,0.66
3255_10,1,2,0.72
579_10,1,2,0.72
10021_8,1,2,0.6
8534_3,0,2,0.54
3691_3,0,2,0.29
9055_10,1,2,0.55
6508_7,1,2,0.45
11823_9,1,2,0.56
11637_4,0,2,0.56
8853_3,0,2,0.23
1396_2,0,2,0.36
3055_9,1,2,0.81
5514_9,1,2,0.61
11484_2,0,2,0.48
1074_4,0,2,0.25
6063_4,0,2,0.32
7984_1,0,2,0.25
11478_4,0,2,0.41
12466_1,0,2,0.31
4891_1,0,2,0.38
1651_2,0,2,0.37
931_1,0,2,0.24
1191_9,1,2,0.54
11956_9,1,2,0.44
7148_1,0,2,0.09
1886_10,1,2,0.58
5786_2,0,2,0.66
10187_3,0,2,0.27
7273_4,0,2,0.66
6538_4,0,2,0.38
3622_8,1,2,0.59
9731_4,0,2,0.49
3616_7,1,2,0.47
1338_3,0,2,0.55
405_3,0,2,0.46
11476_3,0,2,0.52
2742_9,1,2,0.59
11512_1,0,2,0.38
577_3,0,2,0.46
9887_2,0,2,0.43
7814_4,0,2,0.59
6054_9,1,2,0.77
9442_4,0,2,0.44
8891_10,1,2,0.66
19_4,0,2,0.33
4794_4,0,2,0.43
7121_1,0,2,0.25
1186_2,0,2,0.28
1438_4,0,2,0.47
5996_3,0,2,0.36
10178_3,0,2,0.37
11154_2,0,2,0.34
2590_7,1,2,0.4
4379_1,0,2,0.28
4138_1,0,2,0.28
3350_7,1,2,0.42
11115_1,0,2,0.27
9614_10,1,2,0.65
7799_8,1,2,0.8
2255_8,1,2,0.62
1529_10,1,2,0.71
5741_1,0,2,0.36
8227_1,0,2,0.54
10705_7,1,2,0.48
10004_3,0,2,0.33
7679_10,1,2,0.66
12182_8,1,2,0.6
9387_9,1,2,0.57
9192_7,1,2,0.6
2815_10,1,2,0.75
9637_2,0,2,0.29
2333_10,1,2,0.64
5418_10,1,2,0.79
11449_1,0,2,0.31
437_9,1,2,0.41
11338_10,1,2,0.65
8287_4,0,2,0.54
5370_7,1,2,0.71
4508_7,1,2,0.38
174_7,1,2,0.6
257_7,1,2,0.76
10632_10,1,2,0.41
10035_9,1,2,0.64
3867_10,1,2,0.58
5894_4,0,2,0.39
7121_10,1,2,0.53
4956_10,1,2,0.65
9981_7,1,2,0.71
4430_8,1,2,0.66
4201_1,0,2,0.51
6268_9,1,2,0.7
7515_8,1,2,0.71
5762_4,0,2,0.7
11535_7,1,2,0.43
69_4,0,2,0.53
3127_3,0,2,0.41
4971_1,0,2,0.4
447_1,0,2,0.57
8258_9,1,2,0.62
3071_9,1,2,0.73
10636_4,0,2,0.57
7739_10,1,2,0.69
5923_4,0,2,0.53
3240_10,1,2,0.45
2261_3,0,2,0.48
5595_1,0,2,0.31
5909_3,0,2,0.28
2053_10,1,2,0.26
7981_4,0,2,0.38
4899_10,1,2,0.73
4174_9,1,2,0.77
5090_4,0,2,0.61
3758_9,1,2,0.7
9074_1,0,2,0.19
8888_4,0,2,0.45
1630_8,1,2,0.45
4746_8,1,2,0.44
6752_7,1,2,0.64
1967_4,0,2,0.57
6610_1,0,2,0.21
4776_3,0,2,0.38
2684_1,0,2,0.35
3742_1,0,2,0.4
3066_2,0,2,0.26
11384_2,0,2,0.59
2425_4,0,2,0.39
10025_1,0,2,0.32
9069_7,1,2,0.57
2591_7,1,2,0.55
8723_8,1,2,0.61
10867_7,1,2,0.68
7360_10,1,2,0.45
1215_1,0,2,0.41
2136_9,1,2,0.45
2163_10,1,2,0.53
8761_10,1,2,0.83
12273_10,1,2,0.66
10077_2,0,2,0.53
9629_1,0,2,0.64
4521_1,0,2,0.33
8713_10,1,2,0.54
11110_3,0,2,0.4
5372_1,0,2,0.33
7967_9,1,2,0.81
5801_10,1,2,0.54
1253_10,1,2,0.53
8010_7,1,2,0.73
10525_4,0,2,0.44
8998_4,0,2,0.69
3256_4,0,2,0.3
11596_10,1,2,0.63
7173_10,1,2,0.77
12150_3,0,2,0.38
318_10,1,2,0.5
10295_1,0,2,0.47
10747_4,0,2,0.26
4214_1,0,2,0.17
3088_2,0,2,0.19
8624_7,1,2,0.41
5743_2,0,2,0.25
6424_10,1,2,0.7
6471_2,0,2,0.25
7017_4,0,2,0.63
9500_2,0,2,0.4
5005_8,1,2,0.67
11424_1,0,2,0.42
6352_10,1,2,0.67
11233_10,1,2,0.64
4965_9,1,2,0.81
8450_2,0,2,0.27
5240_1,0,2,0.63
2412_10,1,2,0.57
4267_3,0,2,0.57
8299_7,1,2,0.7
2565_9,1,2,0.7
12437_7,1,2,0.51
615_10,1,2,0.65
7599_3,0,2,0.55
11600_3,0,2,0.42
4887_2,0,2,0.25
2789_7,1,2,0.68
2502_8,1,2,0.64
1573_1,0,2,0.25
5234_4,0,2,0.34
9180_9,1,2,0.51
9668_9,1,2,0.61
4536_1,0,2,0.61
2322_10,1,2,0.68
11452_8,1,2,0.65
8055_8,1,2,0.57
4717_1,0,2,0.33
9650_10,1,2,0.9
11893_10,1,2,0.69
9311_1,0,2,0.51
9810_2,0,2,0.25
3503_1,0,2,0.57
12229_3,0,2,0.45
7536_10,1,2,0.48
6032_2,0,2,0.44
6166_10,1,2,0.76
4910_8,1,2,0.75
7759_3,0,2,0.67
11249_7,1,2,0.55
693_10,1,2,0.37
2819_10,1,2,0.76
12152_9,1,2,0.77
6289_10,1,2,0.68
6417_7,1,2,0.63
4762_1,0,2,0.55
6079_9,1,2,0.67
11951_1,0,2,0.14
1861_10,1,2,0.68
1278_2,0,2,0.21
6602_7,1,2,0.76
8204_4,0,2,0.28
7203_2,0,2,0.55
6914_3,0,2,0.44
3069_3,0,2,0.38
2489_2,0,2,0.47
6660_1,0,2,0.47
5350_9,1,2,0.6
4450_9,1,2,0.47
12029_10,1,2,0.71
1667_1,0,2,0.53
2431_1,0,2,0.21
5297_8,1,2,0.61
11455_1,0,2,0.18
11671_2,0,2,0.32
9814_1,0,2,0.31
10949_1,0,2,0.27
5752_1,0,2,0.42
4735_9,1,2,0.55
9434_10,1,2,0.71
2701_9,1,2,0.48
7060_1,0,2,0.25
7514_1,0,2,0.22
5839_7,1,2,0.5
10005_3,0,2,0.55
10520_2,0,2,0.15
4919_3,0,2,0.5
3330_4,0,2,0.29
10524_4,0,2,0.19
9841_4,0,2,0.32
9113_4,0,2,0.32
4966_10,1,2,0.6
3280_10,1,2,0.68
2499_10,1,2,0.73
5503_10,1,2,0.67
7978_1,0,2,0.54
1785_2,0,2,0.19
8350_9,1,2,0.53
3719_3,0,2,0.26
4476_2,0,2,0.38
9877_4,0,2,0.52
7717_2,0,2,0.41
8039_8,1,2,0.57
5302_4,0,2,0.65
1828_3,0,2,0.37
5710_1,0,2,0.4
70_9,1,2,0.62
325_9,1,2,0.56
12106_1,0,2,0.58
12470_1,0,2,0.4
8657_1,0,2,0.09
7109_10,1,2,0.62
11447_1,0,2,0.2
1991_10,1,2,0.74
5625_8,1,2,0.57
5039_3,0,2,0.24
10775_8,1,2,0.73
6516_10,1,2,0.63
8593_7,1,2,0.63
1885_1,0,2,0.42
3919_3,0,2,0.52
12187_9,1,2,0.66
571_10,1,2,0.57
954_4,0,2,0.45
7119_10,1,2,0.87
10262_10,1,2,0.6
2451_8,1,2,0.55
9450_1,0,2,0.58
11935_7,1,2,0.63
7477_4,0,2,0.36
2687_10,1,2,0.33
6309_3,0,2,0.5
7309_1,0,2,0.29
2706_9,1,2,0.66
310_1,0,2,0.6
1748_1,0,2,0.18
10258_10,1,2,0.57
3486_2,0,2,0.45
3303_4,0,2,0.29
4770_10,1,2,0.5
4715_9,1,2,0.44
8135_2,0,2,0.41
9985_1,0,2,0.38
4682_9,1,2,0.56
10680_1,0,2,0.13
4149_10,1,2,0.57
7058_8,1,2,0.73
5630_1,0,2,0.47
12160_4,0,2,0.53
3570_1,0,2,0.28
375_2,0,2,0.52
10345_4,0,2,0.64
8602_10,1,2,0.7
689_1,0,2,0.18
505_2,0,2,0.25
1802_2,0,2,0.27
9697_3,0,2,0.48
10016_4,0,2,0.36
10250_10,1,2,0.22
10302_9,1,2,0.61
1342_10,1,2,0.69
672_9,1,2,0.8
9995_10,1,2,0.48
12198_3,0,2,0.52
11100_4,0,2,0.53
6108_2,0,2,0.3
9452_9,1,2,0.72
8814_10,1,2,0.59
2582_8,1,2,0.52
6566_8,1,2,0.45
2311_1,0,2,0.39
5161_1,0,2,0.38
